ph,turbidity,temperature,potability
5.7,124.05,16.16,False
7.51,68.97,29.81,True
6.02,101.24,17.94,False
4.63,108.12,18.89,False
5.79,145.46,15.63,False
5.65,101.56,19.49,False
7.46,1.27,26.24,True
7.65,27.57,27.0,True
6.65,87.91,27.08,True
5.24,148.83,18.98,False
6.46,137.68,18.1,False
5.81,100.68,19.77,False
7.98,34.4,26.3,True
6.66,49.8,26.82,True
4.64,119.96,17.1,False
7.01,41.4,29.57,True
7.89,85.89,27.14,True
7.97,56.84,29.79,True
7.51,7.96,25.35,True
5.34,121.12,19.07,False
6.51,7.85,26.53,True
7.37,45.72,26.55,True
6.66,81.34,29.58,True
6.11,142.77,19.52,False
6.81,20.47,26.6,True
7.46,73.91,25.12,True
7.95,24.64,26.94,True
7.31,30.93,29.09,True
6.26,120.87,19.76,False
6.33,133.37,17.88,False
4.96,132.61,15.58,False
7.37,26.32,26.48,True
6.94,52.13,25.72,True
6.73,59.36,28.67,True
6.69,20.12,28.92,True
5.59,131.63,16.65,False
5.61,119.88,19.43,False
7.14,95.0,26.81,True
7.82,70.83,28.83,True
7.21,71.91,27.17,True
6.64,64.33,26.24,True
7.06,87.79,27.86,True
7.01,62.84,28.46,True
7.6,44.91,27.9,True
7.41,52.13,27.28,True
6.93,41.85,27.74,True
6.99,34.53,27.7,True
5.9,120.44,15.91,False
7.78,81.38,28.57,True
6.51,4.35,26.8,True
6.72,81.76,28.35,True
5.43,139.06,15.87,False
7.38,67.25,27.49,True
7.22,61.6,29.62,True
7.42,53.51,26.94,True
7.46,29.74,26.52,True
7.04,25.54,26.78,True
4.83,148.23,19.77,False
7.57,82.34,28.5,True
6.31,138.52,15.24,False
5.85,110.94,19.28,False
4.68,133.71,16.79,False
5.06,108.63,15.89,False
7.87,9.77,26.23,True
5.4,127.02,16.09,False
7.73,29.3,27.19,True
7.04,26.41,28.11,True
4.94,117.75,15.68,False
5.67,108.21,18.87,False
4.88,127.22,17.08,False
7.99,92.9,26.92,True
5.63,127.98,17.76,False
6.16,127.84,18.73,False
6.17,106.36,16.69,False
6.87,24.05,25.69,True
7.4,4.88,27.13,True
6.86,82.14,26.27,True
4.54,127.6,17.54,False
6.49,114.26,15.92,False
7.74,58.54,25.86,True
6.51,81.31,28.19,True
6.69,20.49,25.72,True
4.61,130.44,16.38,False
7.86,98.45,29.65,True
4.62,111.98,17.52,False
7.16,87.73,28.78,True
6.68,26.49,25.42,True
7.01,42.27,26.96,True
6.91,12.15,28.86,True
5.53,104.59,17.9,False
6.33,107.34,17.22,False
7.71,32.04,27.75,True
5.36,145.77,17.78,False
6.01,112.63,15.15,False
5.15,118.95,19.89,False
5.08,142.83,17.0,False
7.17,66.03,28.11,True
7.37,6.87,25.7,True
6.69,55.14,26.96,True
6.56,24.33,25.85,True
7.66,56.7,27.61,True
4.69,120.82,19.65,False
5.92,115.41,17.86,False
5.7,144.78,15.23,False
7.87,82.23,25.06,True
6.55,22.34,26.62,True
7.4,72.17,28.3,True
7.75,10.84,29.89,True
5.5,139.19,19.62,False
6.43,129.03,17.96,False
7.4,59.02,29.84,True
5.32,114.55,18.25,False
4.74,114.92,18.3,False
7.77,20.97,27.13,True
7.73,56.0,28.46,True
6.55,80.29,25.05,True
7.17,50.49,27.82,True
6.48,119.08,18.17,False
6.03,105.93,17.15,False
6.52,12.23,29.17,True
4.55,130.3,15.23,False
5.1,143.27,16.44,False
6.81,0.83,29.72,True
7.43,16.41,27.47,True
6.85,22.99,28.64,True
6.15,103.91,19.76,False
7.74,22.08,25.97,True
5.11,136.01,17.06,False
4.8,121.1,16.89,False
6.57,99.58,25.74,True
6.19,102.63,15.64,False
6.88,18.08,26.26,True
5.4,119.0,16.61,False
7.27,17.69,29.67,True
6.96,35.55,29.78,True
6.02,102.96,16.51,False
6.61,21.91,25.01,True
7.16,31.42,27.72,True
6.42,120.32,17.26,False
7.83,61.78,25.81,True
7.72,98.15,27.93,True
7.24,18.11,27.86,True
7.14,42.76,26.59,True
5.42,135.19,17.09,False
5.74,102.52,18.41,False
5.28,138.8,16.06,False
7.84,85.33,28.47,True
5.37,135.43,18.78,False
6.76,53.56,28.58,True
6.58,24.92,25.43,True
6.21,129.71,19.41,False
7.4,66.83,27.43,True
6.93,25.56,28.65,True
7.0,61.55,25.2,True
7.22,1.47,28.73,True
6.84,2.49,27.26,True
7.99,3.4,26.61,True
4.51,108.81,17.8,False
7.01,68.24,29.0,True
6.33,107.18,18.27,False
7.31,11.92,27.78,True
5.78,123.03,18.47,False
7.28,9.22,26.54,True
5.53,149.05,18.45,False
4.73,133.29,16.48,False
4.97,125.97,16.46,False
6.56,34.85,29.44,True
6.73,90.83,27.01,True
5.08,148.29,17.47,False
7.27,81.79,26.05,True
6.92,97.08,29.04,True
6.68,67.7,29.63,True
6.11,139.66,18.73,False
7.54,36.96,27.35,True
4.81,127.81,18.11,False
7.03,31.6,27.4,True
7.02,84.4,27.28,True
6.67,13.85,29.83,True
7.07,44.12,28.17,True
7.87,69.54,27.35,True
5.98,146.36,18.31,False
7.2,66.82,27.42,True
5.85,141.39,19.5,False
6.79,95.7,29.82,True
7.19,35.32,26.61,True
7.94,24.95,28.46,True
5.45,138.22,16.19,False
5.81,133.18,19.21,False
7.76,73.56,26.55,True
4.91,101.84,16.22,False
7.08,82.83,25.25,True
6.16,148.13,15.92,False
7.56,35.63,26.26,True
4.68,128.78,17.13,False
5.27,127.31,16.05,False
7.56,66.12,29.29,True
7.02,9.18,25.77,True
5.33,127.2,15.78,False
4.81,101.28,16.04,False
6.48,121.23,18.53,False
5.13,108.53,17.31,False
5.39,112.76,17.34,False
7.58,34.89,28.86,True
6.68,96.57,29.25,True
6.65,95.15,28.34,True
6.88,11.33,26.94,True
5.94,147.48,19.2,False
6.54,61.01,27.01,True
6.21,127.02,15.71,False
5.99,135.4,15.64,False
7.55,83.44,27.04,True
7.69,53.19,25.69,True
6.67,6.83,28.06,True
7.33,11.18,28.59,True
5.83,117.51,15.72,False
7.52,98.89,27.23,True
7.04,95.32,28.36,True
7.47,39.37,26.24,True
5.11,140.5,17.91,False
7.16,58.72,27.68,True
4.87,107.97,17.52,False
7.04,73.47,28.15,True
7.47,93.96,29.38,True
7.09,33.81,26.26,True
5.7,132.42,19.61,False
7.62,43.17,27.02,True
7.7,39.34,27.56,True
5.42,126.23,17.38,False
6.42,112.62,16.9,False
6.86,28.6,28.24,True
5.6,110.04,19.98,False
6.6,26.65,28.63,True
7.05,52.85,27.36,True
7.46,85.15,28.0,True
6.67,98.83,26.82,True
5.17,147.13,18.41,False
6.76,41.07,28.47,True
7.71,7.93,28.14,True
6.05,122.97,16.39,False
7.95,95.1,29.22,True
5.1,120.01,19.82,False
7.67,27.46,27.54,True
7.85,80.1,26.59,True
7.76,56.82,28.46,True
5.69,140.71,15.06,False
6.84,57.41,29.83,True
5.42,141.47,17.89,False
6.83,96.12,28.77,True
7.87,80.15,25.33,True
7.26,3.56,28.36,True
7.22,80.12,29.17,True
6.09,113.11,16.14,False
5.07,131.4,19.61,False
7.02,0.0,26.67,True
4.75,147.01,18.21,False
6.21,128.39,16.13,False
4.78,127.68,19.04,False
6.7,34.86,28.71,True
4.92,116.22,17.39,False
7.76,80.8,27.94,True
7.32,69.74,26.07,True
7.87,85.28,26.14,True
7.02,3.72,25.58,True
7.31,26.94,26.24,True
6.21,124.47,17.51,False
4.54,149.55,17.51,False
7.95,9.53,29.1,True
6.57,82.77,25.11,True
7.1,14.1,29.33,True
7.79,4.59,27.08,True
6.06,130.28,16.74,False
7.18,90.14,29.44,True
7.94,10.49,29.22,True
7.27,15.33,26.12,True
6.68,36.53,28.82,True
4.7,143.24,19.4,False
5.61,105.29,19.48,False
6.57,94.28,29.36,True
4.54,142.72,19.99,False
6.68,86.79,27.92,True
5.5,130.93,19.24,False
6.82,36.28,29.93,True
6.64,61.4,26.01,True
6.97,9.87,26.67,True
7.76,36.68,25.34,True
7.6,1.24,26.61,True
6.08,124.32,18.48,False
7.87,92.11,25.28,True
6.29,107.53,16.96,False
5.31,149.35,15.09,False
7.2,62.56,27.82,True
7.85,43.98,27.28,True
5.94,126.99,17.34,False
7.82,47.32,29.57,True
5.91,124.88,17.24,False
7.44,40.75,25.71,True
6.35,118.36,15.17,False
4.97,135.59,18.84,False
7.59,34.15,29.89,True
7.73,94.61,29.06,True
5.86,130.24,19.58,False
6.98,31.19,29.72,True
6.61,11.37,25.93,True
5.9,133.23,18.56,False
7.67,57.93,25.93,True
6.02,133.31,16.93,False
6.78,72.75,29.58,True
7.33,27.14,26.85,True
5.63,138.45,16.71,False
7.39,73.08,26.46,True
7.74,79.5,25.42,True
7.05,60.46,25.52,True
4.84,140.62,15.53,False
6.26,145.1,15.4,False
7.09,54.7,25.66,True
7.36,23.84,25.65,True
4.88,131.99,16.45,False
7.1,6.43,27.94,True
7.66,17.98,27.69,True
6.22,141.54,19.48,False
6.19,109.63,17.15,False
7.55,43.2,29.42,True
7.16,19.07,28.73,True
5.52,144.37,17.15,False
7.61,76.93,27.39,True
7.85,66.24,25.89,True
6.98,49.75,27.77,True
7.79,43.19,25.18,True
5.36,137.28,18.02,False
6.68,45.32,27.33,True
7.28,79.84,28.32,True
6.67,80.17,27.46,True
4.56,111.23,15.16,False
6.03,107.61,19.85,False
6.26,106.04,19.14,False
6.67,86.88,27.57,True
5.89,132.88,17.66,False
7.89,24.43,26.45,True
7.31,77.38,28.57,True
4.72,119.58,18.76,False
6.47,149.22,17.55,False
7.56,67.36,26.28,True
7.73,18.44,29.07,True
6.61,54.72,28.63,True
6.64,25.36,27.73,True
7.83,78.55,27.69,True
4.78,143.93,19.94,False
6.99,20.61,25.41,True
6.1,146.62,17.43,False
7.9,13.25,27.53,True
7.14,93.24,29.84,True
5.57,137.91,19.15,False
5.17,146.95,18.05,False
7.03,65.89,26.66,True
6.29,135.36,17.75,False
6.16,109.95,18.43,False
6.02,144.99,17.77,False
5.57,119.26,19.66,False
6.0,129.9,19.08,False
7.09,68.62,25.84,True
6.1,133.29,19.8,False
4.68,114.26,19.62,False
6.65,29.42,26.98,True
7.61,42.47,29.79,True
7.21,2.8,27.76,True
6.69,0.42,29.32,True
4.86,125.79,18.97,False
6.92,91.03,25.94,True
7.8,44.85,29.84,True
7.52,42.78,26.13,True
6.26,105.93,19.07,False
7.73,53.04,26.71,True
7.35,28.48,28.08,True
6.02,132.74,15.88,False
7.9,26.73,26.76,True
7.13,11.7,27.18,True
7.7,39.95,28.32,True
6.04,144.07,15.92,False
7.09,93.36,25.65,True
6.04,141.51,19.77,False
6.63,3.32,26.6,True
5.61,142.91,15.71,False
4.89,105.15,16.91,False
7.32,62.49,28.38,True
7.05,82.72,29.8,True
4.79,103.74,15.84,False
4.77,115.26,15.46,False
7.99,13.33,26.55,True
5.37,102.91,19.47,False
5.23,122.11,17.28,False
5.89,129.62,16.44,False
7.83,7.63,29.52,True
6.25,145.03,16.55,False
7.82,75.85,28.54,True
5.17,138.82,17.56,False
6.64,61.13,25.84,True
7.03,53.05,25.1,True
4.8,145.42,19.22,False
7.64,92.23,29.24,True
5.33,120.21,16.91,False
7.69,77.61,29.04,True
7.14,14.92,27.95,True
7.2,47.62,27.57,True
7.85,74.92,27.13,True
7.16,30.66,26.1,True
5.76,102.66,17.48,False
7.06,42.08,26.05,True
6.54,81.82,29.7,True
7.21,5.96,28.77,True
7.93,42.31,29.99,True
7.8,81.6,25.18,True
6.71,56.64,26.19,True
6.14,136.48,16.13,False
6.62,15.64,28.06,True
6.88,78.1,27.86,True
6.22,111.16,16.01,False
4.67,146.66,15.53,False
7.46,59.03,25.6,True
6.68,12.87,26.52,True
6.78,28.74,29.15,True
4.52,104.46,15.28,False
7.71,76.25,27.03,True
7.86,15.12,27.4,True
7.85,48.44,26.91,True
5.24,112.9,15.73,False
5.78,139.79,15.12,False
4.52,112.2,19.78,False
7.27,1.84,28.83,True
7.8,60.77,27.28,True
5.07,134.5,19.97,False
7.11,49.02,29.39,True
5.88,118.5,16.75,False
6.85,1.31,28.76,True
7.85,88.21,27.71,True
5.45,127.72,18.01,False
6.67,78.87,29.93,True
6.61,46.55,28.71,True
6.49,136.4,17.92,False
7.87,16.83,26.48,True
7.86,44.78,26.49,True
7.03,6.61,27.17,True
6.97,65.25,26.31,True
7.84,10.65,29.05,True
6.82,84.03,27.37,True
6.15,131.24,16.5,False
6.03,143.13,17.41,False
7.17,24.31,28.01,True
5.63,106.3,18.21,False
7.12,10.27,27.57,True
7.44,98.45,27.38,True
5.07,128.18,18.36,False
4.91,123.9,18.46,False
6.75,14.18,27.35,True
6.09,141.56,17.94,False
6.57,23.23,27.77,True
4.74,119.15,18.98,False
5.25,120.96,16.37,False
5.5,139.1,15.13,False
6.51,14.77,28.73,True
6.9,10.35,28.58,True
7.6,30.62,26.57,True
7.89,25.54,28.35,True
6.35,135.69,17.35,False
4.72,112.61,15.14,False
4.69,118.3,16.97,False
7.91,97.53,28.57,True
4.52,111.34,16.84,False
7.95,65.68,27.41,True
5.38,100.92,15.85,False
4.91,127.53,19.12,False
5.91,140.22,15.4,False
7.04,86.66,26.5,True
5.57,133.66,15.01,False
5.96,103.06,18.65,False
6.68,70.95,29.29,True
4.87,146.91,16.19,False
5.03,121.23,15.97,False
7.1,77.88,28.22,True
6.94,52.23,29.47,True
6.76,32.45,29.61,True
7.12,88.83,28.1,True
6.57,50.57,28.93,True
6.67,11.37,28.39,True
5.71,106.17,18.6,False
7.67,6.84,25.2,True
7.17,46.32,29.09,True
5.94,148.58,18.12,False
6.75,91.02,27.96,True
6.66,76.29,26.79,True
7.04,26.93,27.02,True
5.67,103.38,18.44,False
6.36,147.51,16.47,False
7.93,24.75,26.38,True
7.6,44.24,29.71,True
7.85,47.77,27.29,True
5.86,113.11,15.46,False
7.59,11.01,29.3,True
7.16,33.39,29.56,True
5.53,129.0,17.46,False
4.76,120.59,16.93,False
7.93,60.7,29.01,True
7.31,85.11,28.91,True
7.96,42.09,27.59,True
7.51,19.19,28.32,True
5.55,123.03,18.03,False
7.51,38.33,27.44,True
5.17,109.89,18.0,False
6.91,14.9,28.11,True
6.23,122.51,15.83,False
6.92,4.47,26.55,True
7.17,40.34,28.58,True
7.45,75.5,28.17,True
4.79,137.62,19.68,False
6.72,99.17,26.0,True
7.62,92.75,27.3,True
5.23,108.85,18.65,False
6.77,72.45,25.64,True
6.32,127.13,19.33,False
7.48,31.97,29.7,True
6.75,90.85,26.65,True
6.99,46.01,26.55,True
6.68,64.02,27.62,True
5.95,149.71,15.81,False
6.73,15.47,29.44,True
4.64,126.8,16.03,False
6.43,107.71,16.27,False
4.84,135.05,17.86,False
6.84,94.35,26.99,True
7.25,99.2,27.94,True
6.82,4.58,29.52,True
7.23,28.43,27.99,True
6.65,82.01,25.63,True
7.68,2.02,27.69,True
4.82,144.2,18.33,False
5.1,122.17,17.1,False
6.72,31.75,27.17,True
6.06,103.74,19.3,False
7.19,78.75,26.59,True
6.52,11.48,28.42,True
7.88,14.45,28.19,True
7.48,90.06,26.24,True
6.84,52.88,29.19,True
7.78,84.27,28.11,True
6.73,8.05,29.86,True
6.86,96.83,26.34,True
4.6,122.09,18.9,False
7.57,17.8,28.15,True
5.45,128.41,19.73,False
4.69,123.44,19.64,False
7.96,97.18,25.25,True
4.82,140.1,18.83,False
7.95,97.94,26.8,True
4.72,108.28,15.77,False
7.47,32.05,26.54,True
6.69,2.95,26.79,True
7.59,63.94,26.79,True
6.11,104.64,17.12,False
7.88,86.57,27.15,True
7.06,48.4,29.59,True
5.56,123.53,17.76,False
4.73,136.04,17.31,False
5.58,143.33,15.91,False
7.07,8.51,25.56,True
6.66,42.53,27.48,True
5.49,127.3,19.5,False
7.89,57.03,28.36,True
6.53,74.38,27.47,True
6.46,120.01,17.34,False
5.48,141.25,17.18,False
5.85,137.44,17.49,False
6.59,61.57,29.26,True
5.27,118.87,19.14,False
6.79,94.53,25.61,True
4.85,102.87,17.72,False
6.92,19.47,29.22,True
7.26,12.22,29.14,True
6.91,99.4,27.5,True
6.38,129.25,19.28,False
7.03,45.2,29.98,True
7.35,51.67,29.57,True
7.03,9.21,27.44,True
4.84,115.47,16.91,False
6.66,93.72,28.78,True
7.05,88.17,29.5,True
7.39,92.01,29.66,True
5.86,122.32,15.33,False
7.35,97.3,28.02,True
7.94,59.0,28.58,True
7.3,96.99,27.18,True
7.08,34.99,25.62,True
4.95,105.84,15.51,False
5.67,138.65,19.03,False
4.75,118.44,15.75,False
6.68,86.97,29.61,True
5.49,136.21,17.86,False
4.55,127.15,18.14,False
6.58,99.42,28.65,True
7.39,36.04,28.38,True
5.12,137.13,17.09,False
7.87,92.39,25.58,True
7.68,76.08,29.34,True
7.4,75.39,26.22,True
7.42,36.74,26.48,True
6.25,138.95,17.71,False
7.1,7.72,26.62,True
5.45,143.45,18.85,False
4.82,146.76,19.01,False
6.7,64.75,26.54,True
6.54,22.91,25.17,True
5.76,107.09,17.63,False
7.31,10.71,25.44,True
6.28,135.58,17.21,False
5.21,113.6,15.73,False
5.16,105.58,17.94,False
6.98,34.38,26.92,True
5.22,104.9,19.1,False
7.42,15.92,26.85,True
7.99,92.02,29.19,True
6.66,21.35,28.66,True
4.99,135.83,16.68,False
6.72,40.74,26.83,True
6.3,111.24,17.64,False
6.79,42.46,29.33,True
5.09,141.81,18.88,False
7.37,6.4,29.55,True
7.44,13.14,28.43,True
7.06,96.41,27.86,True
6.62,91.29,26.44,True
6.78,90.66,25.35,True
4.8,132.12,17.67,False
7.19,49.18,25.28,True
7.49,41.11,27.52,True
4.68,136.27,16.02,False
5.6,109.44,16.89,False
7.11,92.23,26.28,True
5.55,127.15,18.72,False
7.97,3.0,27.18,True
4.67,139.22,17.47,False
6.51,44.18,29.75,True
7.58,58.5,25.36,True
7.33,37.7,26.24,True
6.55,76.19,26.79,True
7.57,1.04,25.06,True
4.72,123.38,15.22,False
6.21,132.3,16.44,False
4.59,131.12,17.14,False
5.5,142.0,17.75,False
7.41,28.4,28.99,True
7.07,70.66,29.92,True
4.82,110.82,17.59,False
6.79,91.84,26.78,True
6.98,65.46,29.51,True
5.02,123.77,15.62,False
4.5,120.12,18.85,False
7.55,45.5,25.5,True
5.89,129.53,19.75,False
5.06,124.99,18.72,False
7.85,10.91,29.23,True
7.74,39.78,25.84,True
5.79,131.87,17.58,False
7.51,90.07,27.7,True
5.33,113.92,17.92,False
5.01,100.51,19.88,False
5.59,120.66,15.09,False
5.32,119.97,17.49,False
7.79,10.0,25.43,True
6.08,138.13,19.41,False
6.21,146.48,19.42,False
6.57,8.85,28.08,True
6.17,128.58,19.13,False
7.46,86.57,26.71,True
7.16,58.94,28.55,True
5.56,115.77,16.96,False
7.32,94.76,26.27,True
4.88,126.0,16.53,False
5.4,110.74,17.59,False
7.37,63.87,27.62,True
7.43,90.67,29.2,True
7.3,50.51,29.84,True
7.3,54.76,28.47,True
7.51,73.35,29.73,True
7.11,65.61,27.96,True
7.71,20.78,29.76,True
7.93,85.85,27.28,True
5.77,136.84,16.34,False
6.69,41.66,27.01,True
6.66,71.02,27.34,True
6.69,20.52,29.19,True
5.32,116.12,17.85,False
7.86,73.01,26.45,True
6.62,34.43,29.6,True
7.27,16.08,27.37,True
5.21,144.09,15.26,False
5.18,139.69,19.56,False
6.02,120.78,17.23,False
6.5,85.88,26.34,True
6.77,97.25,28.08,True
7.43,86.96,29.73,True
4.74,141.7,19.66,False
7.72,23.23,25.52,True
7.35,90.57,27.07,True
4.99,117.97,15.47,False
7.7,19.71,25.38,True
6.77,81.5,28.91,True
6.85,28.04,29.57,True
4.65,121.09,16.41,False
7.48,67.72,29.73,True
5.64,122.94,16.39,False
6.51,92.47,27.14,True
7.64,16.52,28.65,True
7.96,82.38,27.42,True
7.88,18.48,25.88,True
7.42,50.65,26.23,True
4.54,137.57,16.94,False
6.25,100.67,19.53,False
5.23,137.54,19.31,False
6.02,113.58,16.83,False
6.11,100.73,19.99,False
6.47,139.36,16.64,False
5.57,102.66,19.88,False
7.25,27.26,26.95,True
7.89,25.81,29.74,True
7.45,30.6,26.54,True
6.45,111.72,16.11,False
7.42,88.63,27.67,True
5.11,136.21,17.45,False
6.66,98.58,26.32,True
7.23,74.4,26.38,True
7.5,76.68,25.97,True
7.18,90.24,29.48,True
7.96,9.92,25.41,True
7.96,19.78,29.17,True
6.14,128.56,18.94,False
6.18,126.22,18.8,False
6.95,52.16,28.26,True
7.4,84.8,25.05,True
5.2,133.69,16.81,False
7.6,70.96,26.84,True
7.14,77.4,25.88,True
5.8,125.24,18.99,False
5.66,145.13,17.46,False
5.36,139.04,19.57,False
7.27,13.94,27.83,True
7.2,13.66,26.7,True
7.93,25.96,29.78,True
5.61,102.63,17.64,False
7.17,52.57,25.02,True
4.99,121.79,17.05,False
4.78,114.08,15.05,False
6.81,18.58,25.92,True
4.86,100.03,18.41,False
6.84,31.83,27.16,True
4.7,107.5,18.94,False
6.91,2.79,29.1,True
7.4,18.24,25.09,True
6.66,71.9,25.24,True
7.26,71.1,29.44,True
7.71,52.6,25.19,True
6.35,141.8,18.2,False
7.94,50.69,29.47,True
7.98,32.96,28.12,True
7.15,68.29,29.46,True
5.17,125.96,18.11,False
6.99,35.53,28.74,True
5.16,129.32,17.18,False
6.57,94.4,28.89,True
6.76,1.32,27.72,True
5.37,117.88,19.95,False
7.75,28.78,26.72,True
5.13,124.15,17.02,False
7.77,67.44,25.38,True
7.43,66.43,28.5,True
4.58,113.02,18.59,False
7.86,32.66,26.1,True
7.38,79.82,25.25,True
7.89,30.88,26.11,True
5.19,135.16,17.6,False
6.84,99.51,28.6,True
7.94,47.93,28.87,True
6.9,93.34,28.64,True
5.55,109.84,15.23,False
7.17,35.83,25.66,True
7.01,78.01,27.08,True
7.45,35.76,28.55,True
6.41,119.42,18.52,False
4.6,129.67,16.64,False
7.77,14.07,27.69,True
6.86,47.68,29.87,True
7.14,21.07,29.39,True
7.22,26.54,25.94,True
6.59,24.48,25.27,True
5.49,122.8,16.8,False
7.49,48.35,28.32,True
5.04,119.43,18.8,False
5.91,126.56,18.96,False
6.75,6.01,25.54,True
6.6,50.57,26.5,True
5.33,108.9,18.34,False
6.89,70.18,27.78,True
6.55,30.3,29.89,True
5.01,127.26,16.95,False
4.58,103.26,16.79,False
4.92,117.94,19.0,False
4.54,123.35,15.97,False
6.18,111.7,15.26,False
4.82,142.13,15.66,False
7.14,39.78,25.62,True
5.4,145.65,19.89,False
7.43,66.74,25.03,True
6.76,73.26,25.59,True
7.94,92.01,28.48,True
7.88,59.91,25.32,True
6.23,148.84,19.49,False
7.67,87.23,28.61,True
6.3,131.58,16.4,False
6.79,1.54,27.05,True
6.95,20.38,28.77,True
7.84,60.76,29.86,True
5.46,121.18,15.35,False
7.23,1.58,27.57,True
5.82,134.41,16.86,False
7.68,81.95,28.68,True
6.12,111.84,16.29,False
6.18,110.39,18.98,False
5.25,146.51,17.94,False
5.92,131.01,16.72,False
4.92,101.31,17.63,False
7.01,37.69,28.38,True
7.23,66.07,28.27,True
6.5,90.19,29.35,True
7.88,23.65,29.7,True
7.3,97.68,27.89,True
6.74,21.02,26.21,True
5.56,131.64,18.56,False
5.81,135.21,18.38,False
6.39,109.11,16.35,False
5.0,146.12,18.62,False
6.59,46.94,28.93,True
7.83,87.16,25.37,True
7.05,20.34,27.66,True
7.34,93.62,25.96,True
6.07,145.48,16.23,False
4.93,142.17,17.5,False
7.61,77.64,28.5,True
5.88,118.01,16.87,False
6.74,8.38,28.95,True
7.27,19.4,27.11,True
6.05,145.95,16.43,False
6.81,49.24,28.25,True
7.85,71.39,25.78,True
7.03,87.83,29.22,True
6.56,25.42,26.68,True
7.62,12.49,25.32,True
7.8,1.12,27.2,True
6.37,125.08,18.53,False
6.66,52.22,25.96,True
7.44,99.91,26.37,True
7.57,63.64,29.54,True
4.92,107.66,18.84,False
7.95,41.95,29.47,True
6.59,60.87,29.76,True
6.78,62.95,27.7,True
7.16,78.7,26.28,True
4.82,105.73,19.79,False
5.92,135.67,17.85,False
7.26,68.9,25.06,True
7.5,32.91,27.73,True
6.87,81.81,26.9,True
5.27,145.7,17.34,False
5.09,114.53,15.17,False
4.97,111.07,16.47,False
6.8,23.82,26.7,True
4.71,141.15,19.86,False
7.51,75.58,27.46,True
7.87,40.26,25.38,True
6.94,84.96,29.35,True
7.72,14.76,25.24,True
7.42,91.41,28.29,True
7.89,46.27,27.5,True
7.57,80.21,27.27,True
6.19,112.8,19.29,False
6.88,36.07,28.97,True
4.86,141.82,17.51,False
5.81,122.76,15.42,False
5.64,103.82,19.83,False
5.91,115.22,15.38,False
7.59,28.82,28.14,True
7.38,39.81,27.96,True
4.55,121.82,19.04,False
7.6,28.2,26.64,True
5.06,113.82,16.53,False
7.72,55.35,25.09,True
5.62,102.53,18.68,False
7.09,10.49,29.44,True
7.62,17.8,27.44,True
4.65,105.01,16.64,False
7.28,47.49,26.4,True
7.97,98.82,27.24,True
6.73,74.46,27.54,True
5.0,126.7,19.2,False
7.18,59.71,26.34,True
7.44,69.03,28.72,True
5.07,124.87,16.29,False
7.76,30.08,25.48,True
7.42,54.68,25.63,True
6.84,78.71,28.29,True
7.27,38.53,29.91,True
5.13,139.53,18.51,False
5.15,126.48,19.68,False
6.6,88.08,29.54,True
7.62,27.14,26.6,True
4.87,101.6,18.29,False
5.0,131.47,18.89,False
7.89,72.56,28.01,True
4.69,109.03,19.88,False
7.17,88.79,27.68,True
7.15,22.89,28.84,True
7.73,65.26,26.83,True
6.58,26.37,26.48,True
7.31,49.47,26.14,True
7.95,44.7,29.15,True
7.49,80.96,25.11,True
6.07,103.26,15.61,False
6.93,5.24,28.95,True
5.32,141.56,15.41,False
7.42,51.77,28.22,True
6.91,19.65,26.81,True
7.89,42.3,28.87,True
6.27,113.25,17.51,False
5.83,133.91,16.15,False
4.66,135.04,19.48,False
6.9,40.44,29.43,True
7.39,62.36,25.03,True
6.61,60.91,26.23,True
6.65,34.72,27.86,True
5.81,140.51,18.32,False
6.02,138.14,17.09,False
6.93,9.29,26.33,True
7.06,80.62,25.05,True
5.18,141.81,15.42,False
5.64,139.58,15.68,False
7.99,18.98,28.54,True
4.95,148.63,17.57,False
6.18,126.43,18.8,False
6.83,29.21,29.86,True
6.92,80.63,29.21,True
5.49,135.67,15.18,False
7.88,38.74,27.47,True
5.21,130.39,15.24,False
7.62,66.43,26.8,True
6.15,121.78,19.57,False
5.33,145.97,19.23,False
7.64,51.68,25.16,True
5.81,145.69,16.59,False
7.03,4.74,27.78,True
6.7,61.21,25.06,True
7.22,5.49,28.49,True
7.9,85.0,29.88,True
7.58,87.37,27.82,True
7.07,56.63,29.24,True
7.8,27.76,29.86,True
6.52,36.65,25.16,True
6.39,100.8,19.71,False
7.57,29.13,25.75,True
7.96,24.47,26.66,True
7.55,7.67,25.49,True
6.6,16.54,25.08,True
7.69,73.26,28.04,True
4.53,120.41,18.18,False
5.06,149.47,19.84,False
6.39,131.57,18.19,False
7.05,48.56,26.91,True
6.18,148.74,17.51,False
7.29,68.87,26.92,True
4.91,132.51,15.26,False
7.67,80.17,28.97,True
5.7,146.69,18.35,False
6.7,36.33,25.8,True
5.71,101.43,16.9,False
6.55,5.48,29.97,True
7.89,44.12,26.64,True
6.81,32.62,29.01,True
7.52,1.99,26.18,True
6.92,94.1,28.66,True
7.83,27.26,26.49,True
7.34,17.36,25.96,True
6.52,4.37,26.13,True
7.18,96.66,29.06,True
4.86,145.17,18.73,False
7.94,27.19,25.97,True
5.21,130.24,18.98,False
7.7,40.74,27.68,True
6.79,93.45,25.67,True
6.56,71.17,27.44,True
7.49,5.25,25.13,True
7.14,50.07,28.24,True
6.83,99.01,27.23,True
4.8,124.06,18.05,False
